,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO
855,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",207.0,92.33
856,PT00089,"PT-100 3/8""ØX4"" EXT.1.5MT CON-1/4""NPT",1205.0,0.0
857,PJ04F1H1A400,"TER J 4MMØX4"" EXT 5MT F/MALLA/RES/ZAP ES",585.5,0.0
858,PK04F1H1A400,"TER K 4MMØX4"" EXT 5MT F/MALLA/RES/ZAP ES",648.0,0.0
859,TUA00438,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2""",1697.71,567.27
860,WRE-2774,BAN MICA Ø120MM X 50 MM 700W 440V T TOR,821.3,0.0
861,RM00043,RESISTENCIA 10CMX10CM 1060W120V B/CERAMI,4125.0,0.0
862,TUE00369,"TUB INOX 5/16""ØX150MMX221MM 1000W127V BU",1369.18,0.0
863,BL00059,BAN M/LUNA 165MMØX178MM 2000W 440V T/TOR,886.0,55.23
864,BP00239,BAN P COMUN 10CMX15CM 500W440V T/TOR4ORI,695.0,36.8
865,BP00263,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,665.0,80.09
866,EE00063,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,0.0
867,MA00021,"TERMOPOZO 3/8""ØX10CM CONEC 1/2""-1/2""NPT",600.0,179.31
868,P114R1AB0600,"PT-100 1/4""ØX3 1/2"" CON 1/2""-1/2""NPT C/M",1250.0,0.0
869,CAS00068,"CAS INOX 3/4""ØX12"" 4000W 260V EXT12"" FV",912.0,0.0
870,CAS00069,"CAS INOX 3/4""ØX24"" 2700W 220V EXT.12"" FV",1154.0,0.0
871,CAS00070,"CAS INOX 3/4""ØX85MM 500W 240V EXT.12"" FV",696.0,0.0
872,CAS00071,"CAS INOX 3/4""ØX260CM 2000W260V EXT.12""FV",888.0,0.0
873,70001690,CARTUCHO Ø 8 MM X 500 MM 500 W 220 V,509.0,0.0
874,70001694,CARTUCHO Ø 8 MM X340 MM 500W 220 V,407.0,122.67
875,97020238,"TUBULAR ""U"" 11mmØx510mm 3kW 289/500W 3pz",1939.0,0.0
876,TUA00468,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",1064.0,0.0
877,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
878,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",310.0,54.8
879,TUE00368,"TUB INOX 5/16""ØX132CM 1500W 127V ESP-BUS",1252.0,0.0
880,RPISTOLA01,PISTOLA DE AIRE 3500W 220V,720.0,82.15
881,TUA00222,"TUB INOX 5/16""Øx40CMS U 2000W 220V TAPON",1215.5,335.77
882,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,185.0,74.45
883,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,42.79
884,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,163.0,72.37
885,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,238.0,97.49
886,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",496.0,144.2
887,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,396.78
888,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,291.48
889,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,0.0
890,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,290.21
891,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,844.23
892,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.82
893,PJ31L1H1G400,"TER J 3/16""ØX45CM EXT5MT RES/CLAV/MACH",1007.0,0.0
894,TUS00125,"TUB INOX 1/4""ØX110CM 1100W120V RECTA PLA",853.0,0.0
895,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,338.22
896,TUA00471,"TUB INOX 5/16""ØX24CM 750W220V J TAPBOY",1139.86,0.0
897,RPISTOLA01,PISTOLA DE AIRE 3500W 220V,720.0,82.15
898,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,1135.53
899,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,1261.99
900,70001691,CALTA 8MM Ø X 240 MM 500 W 220 V RECTO,413.4,91.5
901,TJ00093,"TER J ESCUADRA 3/16""ØX25CMX5CM EXT 1.5MT",785.0,0.0
902,TUA00470,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",5909.84,0.0
903,TUA00467,"TUB INOX 7/16""ØX58CM 4200W 480V ""U"" PLAC",2235.9,0.0
904,TUA00453,"TUB INOX 5/8""ØX485MM 750W 254V RECTA/ALE",1030.0,0.0
905,BN00264,BAN INOX 40MMØX170MM 700W 240V T/TOR,435.0,0.0
906,TUA00469,"TUB INOX 7/16""ØX650MM 7600W 220V 2""NPT",5251.28,0.0
907,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX,1299.32,430.03
908,RP00209,REAPARACION DE HORNO 1500W 127V,1320.0,73.01
909,TP0018,"TERMOPAR CERAMICO T/ K"" LONG 18"" CAL.14""",483.54,72.97
910,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,72.37
911,65014-40,"CAE 9.4MMØX2.372"" 150W120V ESC90° EXT22""",490.0,0.0
912,67234-15,TJ 4MMØX30MM EXT.70.66CM MALLA INOX/ZAP,307.0,32.38
913,PJ06C1CHB000,"TER J 6MMØX2""  EXT.50CM F/SILICON Z/PIN",661.2,31.14
914,TUA00065,"TU Ø 3/8X 1155 MM ""J"" 1500W 440 V",1696.25,572.12
915,TUA00066,"TU Ø3/8 X 1155 MM ""J"" 1500W 440V TERMOST",2290.12,917.05
916,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,469.69
917,TUE00370,"TUB INOX 3/8""ØX95MM 900W115V CUADRADA",735.0,86.15
918,CM65C1020B02,CAS 6.5MMØX40MM 200W 127V EXT.3MT C/TJ,1587.0,210.34
919,TEA00044,"TEA K 1/2""ØX254MMLON 1/2""-1/2""NPT CAB/MA",1598.75,438.86
920,TEE00024,"TER K CAL. 8 x10"" C/FUNDA CERAMICA 17MM",2218.0,0.0
921,AK00013,"AK 1/8""ØX15"" CONEC3/8""NPTX5/16"" CLAV MAC",785.0,0.0
922,TUA00464,"TUB INOX ALETADA 7/16""ØX26CM 950W277V U",916.36,264.47
923,TP00007,TIRA P INOX. 300mmx38mm 500W 220V TORNIL,345.0,345.81
924,TUE00372,"TUB INOX 5/16""ØX352MMX215MM 900W127V TOR",787.5,0.0
925,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,154.31,62.95
926,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.0,48.2
927,BO00047,BOB 8020 CAL.22 2.8MMØX2MT GAZA 50MM 127,1654.34,0.0
928,BO00066,BOB 8020 CAL.22 2.8MMØX3MT GAZA 50MM 127,2481.59,0.0
929,47980626,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,457.78
930,TUE00371,"TUB INOX 1/4""ØX150CM 900W 230V 27DOBLEZ",1284.0,249.45
931,TUE00172,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",25258.15,2754.67
932,TP0007,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,668.0,210.24
933,BN00158,BAN MICA INOX 33mmØx26mm 100W 230V CAJA,758.5,0.0
934,BO00044,BOB 8020 4MMØX600MM 1000W 127V T/OJILLO,525.0,10.82
935,TUE00075,"TUB INOX 5/16""ØX700MM 780W 220V ""M"" ESPE",625.2,43.81
936,TUE00198,"TUB INOX 5/16""ØX795MM 780W 120V T/TORNI",625.2,48.94
937,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.65
938,TUE00122,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB",983.0,227.62
939,TJ00081,TER J 6MMØX21MM EXT.1.5MTS MALLA/RESORTE,535.0,0.0
940,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
941,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
942,TUE00267,"TUB INOX 5/16""ØX296MM 1300W 110V ""M"" ESP",1048.97,6587.67
943,TUA00472,"TUB INOX 1/2""ØX345MM 500W240V U BUSH-M18",1056.35,348.7
944,TUA00437,"TUB INOX 1/2""ØX246MM 3000W480V ""M"" BUSH",985.0,242.78
945,PJ06C1CHB000,"TER J 6MMØX2""  EXT.50CM F/SILICON Z/PIN",661.2,0.0
946,PT00011,PT-100 FORMA ESPECIAL EXT. DE 1.5 MTS,935.0,185.95
947,TUA00258,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",2177.5,457.71
948,BN00055,BN INOX 111MMØX85MM 1000W127V CIERRE STD,1991.0,0.0
949,ABRAZA01,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,4.8
950,TUS00001,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,135.18
951,TUS00002,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR",705.5,136.6
952,TP0007,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,606.0,210.24
953,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.0,260.2
954,CBS00043,"CART INOX 3/4""x24"" LONG 1500W 220V",764.8,216.17
955,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,265.08,97.49
956,TP0015,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8""",597.0,173.0
957,TUA00134,"TUB ""J"" Ø 8 MM X 240 CM 5500 W 220 V",1551.2,0.0
958,BN00265,BAN INOX 192MMØX150MM 3500W 440V C/ALLEN,1584.6,0.0
959,RP00212,REPACION A SELLADORA DE BANDA CONTINUA,674.82,0.0
960,BOBINA004,RESIST TIPO BOBINA CAL. 6 DSD 30 KW 440V,18482.78,2613.6
961,RPISTOLA01,PISTOLA DE AIRE 3500W 220V,720.0,0.0
962,BC00029,BC INOX 245MMØX346MM 6KW 480V EXT3MTS,9700.0,0.0
963,TP00012,"TIRA INOX 38MMX60CM 1000W220V T/TIPO ""C""",653.0,223.04
964,TUE00373,"TUB INOX 5/16""ØX76CM 1200W 230V ESP",1100.0,0.0
965,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,0.0
966,MA00001,"TERMOPOZO COBRE 3/8""x126mm 1/2""A1/2"" NPT",351.64,0.0
967,EE00067,FAB BOB 100MMX200MM 4500W480W AHOGA/ALUC,1974.31,0.0
968,EE00068,FAB BOB 100MMX500MM 7500W480W AHOGA/ALUC,2874.31,0.0
969,CBE00032,"CBE 5/8""ØX1.75MTLON 1500W440V T/PLICA",2215.0,0.0
970,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,253.0
971,TEE00017,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2218.27,0.0
972,TUE00374,"TUB INOX 1/4""ØX155MM 930W127V ESP-7DOBLE",612.6,0.0
973,TUE00216,"TUB INOX 3/8""Øx4040mm ESP 4000W 254V",3200.0,0.0
974,CBS00075,"CBS INOX 5/8""ØX152MM 400W 220V EXT.35CM",781.0,0.0
975,CS58K2105AA1,"CAS INOX 5/8""ØX5 1/2"" 1050W 240V ESC90°",1180.0,0.0
976,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,314.44
977,PT00090,PT-100 6MMØX6CM EXT 4MT TEFLON 4HILOS,1144.58,363.31
978,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",330.8,92.32
979,TUE00034,"TUB INOX7 /16x115CMS CLIP15KW220V PLACA""",2621.15,741.05
980,TJ00094,"TER J 1/4""ØX6"" EXT3MT CONEC/DESLIZ 1/4""Ø",519.14,0.0
981,TUA00462,"TUB INOX 5/16""ØX25CM 3000W240V ""U""T/PUMA",1443.3,470.05
982,TUE00365,"TUB INOX 5/16""ØX315MM 3KW240V 3 ELIPSES",1033.0,0.0
983,TK00066,TER K  PUNTA PINX60CM MALLA INOX ZAP/PIN,295.0,39.22
984,TP0004,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,386.0,84.41
985,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,260.2
986,TUA00249,"TUB INOX 1/2""Øx650mm U 12KW 220V TAPON",3450.74,1216.54
987,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,225.0,78.65
988,RC00030,"RC 5/8""ØX75CM 4200W 480V CLAVIJA T/PLANC",2256.35,0.0
989,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,260.2
990,CS34S2075A00,"CAS INOX 3/4""ØX16"" 750W 240V EXT.30CM",745.0,0.0
991,CS34S2100A00,"CAS INOX 3/4""ØX16"" 1000W 240V EXT.30CM",864.2,0.0
992,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,226.23
993,47980590,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz""",1800.0,693.77
994,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,1261.99
995,93980465,TERMOPAR K DOBLE CAL14x21 FUNDA CERAMICA,3213.0,0.0
996,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,0.0
997,PT00047,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",810.0,313.65
998,P25601AB0600,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",1075.31,0.0
999,CS12N1050A00,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM",753.5,0.0
1000,TUS00126,"TUS INOX 5/16""ØX30CM 1000W 127V ""U""",497.89,42.8
1001,BC00010,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",2400.0,0.0
1002,RB00003,BOB 8020 CAL.19 1612W 127V CER-10CANALES,647.0,100.13
1003,RB00010,BOB 8020 CAL.19 1612W 127V CER-8CANALES,647.0,894.91
1004,CS12F1040A00,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",562.5,0.0
1005,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,260.2
1006,CAS00084,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,764.39,137.83
1007,CAS00085,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,941.77,203.69
1008,CAS00086,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,669.35,126.54
1009,BP00268,BAN P INOX 75MMX254MM 350W 127V T/TOR,863.0,68.35
1010,TUA00098,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO",1045.31,388.11
1011,BP00268,BAN P INOX 75MMX254MM 350W 127V T/TOR,901.5,68.35
1012,TUA00468,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",1064.0,330.66
1013,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,331.61
1014,ECQ-00974,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1388.82
1015,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1016,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,0.0
1017,TUA00473,"TUB INOX 5/16""ØX205MM 1000W 127V ""U"" BUS",817.89,0.0
1018,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",385.0,253.0
1019,TP0004,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,386.0,77.13
1020,TUE00161,"TUB INOX 1/4""Øx150MM 900W 220V ESP/NAYLA",1784.35,0.0
1021,CS12J1075A00,"CAS INOX 1/2""ØX5"" 750W127V EXT.30CM",657.58,107.5
1022,CAE00045,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA",779.5,158.36
1023,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,435.72,265.64
1024,TP0010,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,125.68
1025,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",327.59,57.6
1026,CAS00063,"CAS INOX1/4""ØX4 1/2"" 350W240V ESCUADRA",1250.0,0.0
1027,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,253.0
1028,TUE00376,"TUB INOX 3/8""ØX66MMØ 250W 127V CIRCULAR",596.0,0.0
1029,PK31A1I1A000,"TER K 3/16""ØX1"" EXT.7MTS MALLA  Z/ESPADA",699.5,286.59
1030,TUS00005,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V""",799.1,168.4
1031,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,150.0,78.65
1032,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,500.0,265.64
1033,RP00213,REPARACION MARCADORA DE LLANTAS,960.34,91.4
1034,RP00214,REPARACION DE SELLADORA DE 30CM,772.0,0.0
1035,TUA00474,"TUB INOX 1/2""ØX500MM 9000W 240V C/PLACA",4972.3,0.0
1036,TUE00094,"TUB INOX 1/2""ØX495MM 3000W220V U PLA/ACO",1385.0,0.0
1037,TUA00441,"TUB INOX 3/8""ØX235MM 3300W 230V CLIP/PLA",1848.9,406.12
1038,TUA00027,"TUB INOX 1/2X903mm 3000W 120V BUSHING""",1209.8,0.0
1039,TP00007,TIRA P INOX. 300mmx38mm 500W 220V TORNIL,345.0,0.0
1040,CS38H1020A00,"CAS INOX 3/8""ØX4"" 200W 127V EXT.30CM",528.89,0.0
1041,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,226.23
1042,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,226.23
1043,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,955.68
1044,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,264.0,97.49
1045,TUE00375,"TUB INOX 7/16""ØX505MM 4500W 440V U/PLAC",2660.9,0.0
1046,TUE00378,"TUB INOX 1/2""ØX746MM 30KW 440V ""U"" BRI8""",22417.6,0.0
1047,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.65
1048,TUA00475,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH",899.0,0.0
1049,TUS00127,"TUB INOX 1/4""ØX1105MM 900W 127V RECTA/ZA",556.7,0.0
1050,PJ31G1AB0600,"TER J 3/16""ØX8"" CON 1/2""-1/2"" NPT C/MAR",1103.45,0.0
1051,TUA00476,"TUB COBRE 5/16""ØX158MM 1250W 127V ""J""TAP",930.0,0.0
1052,TEA00105,"TER K 5/16""ØX310MM CON-1/2""NPT PROC C/MA",845.29,0.0
1053,TUA00033,"TUB U"" 7/16""x500mm 7000W480V 3PZ/1JGO""",2465.0,0.0
1054,TUS00001,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,130.97
1055,TUS00002,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR",705.5,0.0
1056,TEA00017,"TERMOPAR ""K"" C/ELEMENTO CAL.8 X750 MM",918.0,0.0
1057,TUE00379,"TUB INOX 1/2""ØX360MM 1500W 480V ESP",915.0,0.0
1058,TUE00377,"TUB INOX 5/16""ØX90CM 1500W 480V ""L"" TOR",715.65,0.0
1059,TP00008,TIRA INOX 38MMX60CM 1000W 220V T/CENTRO,515.0,0.0
1060,TUE00063,"TUB INOX 5/16""ØX362CM 5000W220 V T/CABLE",2375.5,438.39
1061,TUE00129,TUE Ø 8 MM X 303 APROX 5000 W 220 V,2080.85,523.53
1062,TUE00334,"TUB INOX 5/16""ØX307MM  2100W220V ""M"" CUA",1899.18,164.55
1063,RP00001,REPARACION TUBO PYREX 7.2 OHMS,3298.28,33387.05
1064,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,150.0,78.65
1065,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",442.75,253.0
1066,BB2X2ST,"BOQUILLA 2X2""  350W 240V""",462.0,220.0
1067,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,345.97
1068,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,0.0
1069,CAS00051,"CAR INOX 3/8""Øx26CMS LONG 1200W 127V CAB",763.0,0.0
1070,CBS00007,"CBS INOX 3/8"" DE ØX61CMTS1200W127V TF",845.0,0.0
1071,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1072,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1073,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1074,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1075,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1076,BS00006,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,7780.0,816.73
1077,BS00008,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,7780.0,930.34
1078,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
1079,EE00071,FAB RESISTENCIA DSD CAL.12 X40CMX10CM,132.06,0.0
1080,BC00006,BC INOX 144MMØ X87MM 2100W 400V SIN/CAJA,1853.25,1116.84
1081,BL00002,BL INOX 60mmØx50mm 400W 120/240V EXT30CM,852.53,0.0
1082,BN00145,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN,1790.5,155.35
1083,BN00146,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE",1900.0,253.99
1084,PT00079,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO,1280.14,0.0
1085,PT00083,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA,978.6,0.0
1086,TEA00100,TEA J 6MMØX30MM EXT.2MT RESOR/BOY2G/CLAV,732.0,0.0
1087,TUE00380,"TUB INOX 7/16""ØX330MM 1100W 210V ALE/BUS",1800.0,0.0
1088,TUA00053,"TUA ""U"" 1/2""Øx18"" 4kW 220V BUSHING LATON",1086.23,0.0
1089,CS58L2050A00,"CAS INOX 5/8""ØX6"" 500W 240V EXT30CM",699.38,0.0
1090,PRECA003,"PRECALENTADOR 2""Øx61/2""  500W127V",3220.0,667.91
1091,TUA00189,"TUA ""U"" 7/16""X1000mm 5KW 440V C/TAP LAT",5790.0,0.0
1092,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6
1093,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,288.77
1094,TP00010,TIRA INOX 38MMX45CM 750W220V TER/TIPO H,582.13,0.0
1095,BN00266,BAN INOX 260MMØX35MM 1000W 440V EXT30CM,773.06,0.0
1096,CERAISON-14-28,CERAMICO OVALADO P/ ELEMENTO C-14- 2 BAR,6.54,6.0
1097,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",299.8,50.94
1098,TUA00247,"TUB INOX 7/16""Øx950mm U 2777W 440V BUSHI",1102.75,0.0
1099,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
1100,TUE00184,"TUB INOX. 5/16""Øx1160mm 1750W120V BUSHIN",1330.35,0.0
1101,TUE00382,"TUB INOX 1/2""ØX80CM 80KW 440V ""U"" PLAC",17393.06,0.0
1102,TUA00436,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,332.9
1103,AK00010,"AK 1/16""ØX265MM EXT1MT MALLA  C/MACHO",1283.8,0.0
1104,EE00063,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,0.0
1105,CS58D2030A00,"CAS INOX 5/8""ØX2"" 300W 240V EXT.30CM",581.46,0.0
1106,CS12D2030A00,"CAS INOX 1/2""ØX2"" 300W 240V EXT30CM",555.06,0.0
1107,TUA00200,"TUB INOX. 5/16""Øx510mm CLIP 9KW 230V TAP",3545.43,800.35
1108,TUE00383,"TUB INOX 5/16""ØX390MM 3350W 240V ESP/ZAP",1370.74,0.0
1109,TUA00477,"TUB INOX 7/16""ØX277MM 2000W 220V ""M"" BUS",1018.0,0.0
1110,CS38D1017B00,"CAS INOX 3/8""ØX11/2"" 175W127V C/TJ EXT30",817.79,0.0
1111,CAS00013,"CAS INOX. 3/8""Øx4"" LONG 500W 120V CABLE",530.64,0.0
1112,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,222.0
1113,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",210.0,90.91
1114,TP0026,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT""",305.5,113.59
1115,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1116,TEA00106,"TER K 1/4""ØX4"" CON1/2""-1/2"" NPT C/MAR",965.4,0.0
1117,TP0007,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,606.0,236.6
1118,TP0026,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT""",398.0,0.0
1119,BL00060,BAN M/LUNA 190MMØX230MMX46MM 1350W127V T,1157.93,0.0
1120,TUE00381,"TUB INOX 1/4""ØX1450MM ""U"" ESP 7500W440V",4500.0,0.0
1121,BP00183,BAN P COMUN 24MMØX108CM 1750W220V T/TORN,699.52,0.0
1122,BB2X2ST,"BOQUILLA 2X2""  350W 240V""",462.0,220.0
1123,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",299.8,0.0
1124,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
1125,RP00216,REPARACION MUFLA DE 3600W 230V,2533.27,0.0
1126,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,338.22
1127,BP00269,BAN P INOX 155MMX80MM 343W 220V EXT30CM,772.6,0.0
1128,BB2X2ST,"BOQUILLA 2X2""  350W 240V""",462.07,220.0
1129,EE00072,BASTIDOR RESISTENCIAS ELSTEIN 12KW 460V,1194.66,0.0
1130,BN00267,BAN INOX 298MMØX50MM 1500W 240V T/TOR,932.0,0.0
1131,BN00268,BAN INOX DE 176MMØX100MM 2000W 240V T/TO,730.8,0.0
1132,RP00220,REPARACION HORNO 1000W 110V,1911.0,0.0
1133,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1572.45,600.03
1134,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,0.0
1135,TUA00478,"TUB INOX 7/16""ØX495MM 3000W 240V BUSH",1127.46,0.0
1136,47980590,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz""",1800.0,2392.5
1137,47980626,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,421.11
1138,BP00259,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",675.97,89.76
